index,gender_1,gender_2,gender_3,gender_4,gender_5,gender_6,gender_7,gender_8,nums_worker,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_7,prediction_8,round1_1,round1_3,round1_4,round1_5,round1_6,round1_7,round1_8,sequence_pos,sid,round1_2
0,1,0,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,3,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,4,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,2,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,1,1,-1,-1,-1,-1,-1,-1,2,4,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,7,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,4,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,8,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,2,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,9,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,1,1,-1,-1,-1,-1,-1,-1,2,3,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,10,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,2,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,11,ec41b5c2-4c18-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,-1,-1,-1,-1,4,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,945add32-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,-1,-1,-1,-1,4,3,1,0,0,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,1,945add32-4c1a-11e9-b667-005056a4a701-81861,2
0,1,1,1,0,-1,-1,-1,-1,4,2,3,0,0,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,2,945add32-4c1a-11e9-b667-005056a4a701-81861,4
0,0,0,1,0,-1,-1,-1,-1,4,1,2,0,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,3,945add32-4c1a-11e9-b667-005056a4a701-81861,3
0,1,0,1,0,-1,-1,-1,-1,4,3,1,0,0,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,4,945add32-4c1a-11e9-b667-005056a4a701-81861,3
0,0,0,1,0,-1,-1,-1,-1,4,2,3,1,0,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,5,945add32-4c1a-11e9-b667-005056a4a701-81861,4
0,1,0,1,0,1,0,1,0,8,1,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,-1,-1,-1,-1,4,1,2,0,0,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,6,945add32-4c1a-11e9-b667-005056a4a701-81861,3
0,1,0,1,0,-1,-1,-1,-1,4,1,0,1,0,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,7,945add32-4c1a-11e9-b667-005056a4a701-81861,2
0,1,0,1,0,1,0,1,0,8,2,1,2,1,2,2,2,1,0,0,0,0,0,0,0,1,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,1,1,0,-1,-1,-1,-1,4,2,1,0,0,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,8,945add32-4c1a-11e9-b667-005056a4a701-81861,2
0,1,1,1,0,1,0,1,0,8,1,2,1,2,2,1,2,1,0,0,0,0,0,0,0,2,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,3,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,-1,-1,-1,-1,4,1,3,0,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,9,945add32-4c1a-11e9-b667-005056a4a701-81861,4
0,1,0,1,0,1,0,1,0,8,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,3,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,4,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,1,-1,-1,-1,-1,-1,-1,2,5,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,-1,-1,-1,-1,4,1,2,0,0,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,10,945add32-4c1a-11e9-b667-005056a4a701-81861,4
0,1,0,-1,-1,-1,-1,-1,-1,2,3,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,3,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,-1,-1,-1,-1,4,2,0,0,0,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,11,945add32-4c1a-11e9-b667-005056a4a701-81861,2
0,1,1,-1,-1,-1,-1,-1,-1,2,4,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,4,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,1,-1,-1,-1,-1,-1,-1,2,4,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,1,1,0,1,0,1,0,8,4,5,5,3,5,4,3,4,0,0,0,0,0,0,0,0,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,1,1,0,1,0,1,0,8,1,2,1,1,2,1,1,2,0,0,0,0,0,0,0,5,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,2,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,6,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,7,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,3,5,5,3,2,4,3,3,0,0,0,0,0,0,0,1,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,8,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,1,0,1,0,8,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,7,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,4,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,9,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,5,5,3,4,4,5,3,4,0,0,0,0,0,0,0,2,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,10,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,4,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,11,08230afe-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,5,4,5,3,2,3,3,4,0,0,0,0,0,0,0,3,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,1,1,0,1,0,1,0,8,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,8,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,1,0,1,0,8,1,2,2,1,1,1,2,1,0,0,0,0,0,0,0,9,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,10,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,5,5,3,5,4,5,5,4,0,0,0,0,0,0,0,4,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,1,-1,-1,-1,-1,-1,-1,2,2,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,1,0,1,0,8,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,11,6b5b02c2-4c1a-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,4,5,3,3,5,3,3,5,0,0,0,0,0,0,0,5,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,4,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,5,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,1,1,1,0,1,0,1,0,8,4,4,5,4,4,4,5,3,0,0,0,0,0,0,0,6,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,1,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,3,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,4,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,4,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,1,1,-1,-1,-1,-1,-1,-1,2,5,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,1,0,1,0,1,0,8,4,4,3,3,4,5,3,5,0,0,0,0,0,0,0,7,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,3,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,3,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,7,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,1,1,-1,-1,-1,-1,-1,-1,2,4,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,8,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,1,0,1,0,8,4,5,3,4,3,3,5,5,0,0,0,0,0,0,0,8,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,5,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,9,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,-1,-1,-1,-1,-1,-1,2,3,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,10,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,1,0,-1,-1,-1,-1,-1,-1,2,5,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,11,a6ec175c-4c1c-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,1,0,1,0,8,3,5,5,3,5,3,3,4,0,0,0,0,0,0,0,9,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,1,1,1,0,1,0,1,0,8,5,5,3,3,4,5,3,3,0,0,0,0,0,0,0,10,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
0,0,0,1,0,1,0,1,0,8,3,4,3,5,3,3,4,4,0,0,0,0,0,0,0,11,94ac2c54-4c1b-11e9-b667-005056a4a701-81861,0
